month_key,year,month,tag_id,question_count,answered_count,unanswered_rate,mom_delta,mom_growth
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-06,2017,6,-9125629845961598163,5,4,0.2,-1,-0.16666666666666666
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-07,2017,7,-9125629845961598163,4,4,0.0,-1,-0.2
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-08,2017,8,-9125629845961598163,3,2,0.3333333333333333,-1,-0.25
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-10,2017,10,-9125629845961598163,2,2,0.0,-1,-0.3333333333333333
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2017-12,2017,12,-9125629845961598163,1,1,0.0,-1,-0.5
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
2018-01,2018,1,-9125629845961598163,2,2,0.0,1,1.0
